gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT2G13790	0.9393121590127652	0.6232338005436671	-0.7406356203034561	-0.8219103392529763	3	#BEBADA
AT4G29210	-0.8137284706033733	-0.9881652038592637	0.9677427949510942	0.8341508795115414	1	#8DD3C7
AT3G21670	-0.6750598001149348	-0.8969345252282994	0.8209543715825163	0.7510399537607163	1	#8DD3C7
AT4G29700	-0.5136653453519014	-0.9959413181835073	1.3117252047817882	0.19788145875362048	1	#8DD3C7
AT4G01720	0.9512700457298526	0.72997901447067	-0.8798500928967391	-0.8013989673037829	3	#BEBADA
AT5G50020	1.1934344669459707	0.5639024164018326	-0.9418115071896602	-0.8155253761581429	3	#BEBADA
AT1G16570	1.0709240426423816	0.651551938146351	-0.9314297160007822	-0.7910462647879496	3	#BEBADA
AT2G37520	0.9928293312693184	0.7615596890863823	-0.7556786798143392	-0.9987103405413607	3	#BEBADA
AT1G23190	-0.760816984458647	-0.848735793521777	1.0267980005490849	0.5827547774313409	2	#FFFFB3
AT3G53960	-0.8704587999469696	-0.9721648225896647	0.7640816316986603	1.0785419908379734	2	#FFFFB3
AT4G02230	-1.213461904057279	-0.4436146782990001	0.9213147326000254	0.735761849756256	2	#FFFFB3
AT3G58810	-0.6807695539606056	-0.9925561556945122	0.7784445038530442	0.8948812058020736	2	#FFFFB3
AT1G03430	-0.12081719308170612	-0.9450865699376797	0.5989840529706343	0.46691971004875327	2	#FFFFB3
AT2G19580	-0.7623473668891081	-1.0678831879818733	0.9918078686477765	0.8384226862232048	1	#8DD3C7
AT1G36070	1.1069872439179993	0.6636837938209443	-0.968049805492481	-0.8026212322464626	3	#BEBADA
AT2G04350	0.9471801661922272	0.6776136314094339	-0.6357104381497678	-0.9890833594518929	3	#BEBADA
AT3G08800	-0.7454497433795196	-1.0769081463032801	0.7626944547733543	1.0596634349094454	2	#FFFFB3
AT2G47330	0.8629404507954523	0.8053591026543674	-0.6489870703625308	-1.0193124830872877	3	#BEBADA
AT3G54670	1.2852960450816893	0.33307037607904294	-0.6073296934881355	-1.0110367276725967	3	#BEBADA
AT3G09220	-0.08019942656997289	1.3721858253020216	-0.5167219050126608	-0.7752644937193863	6	#FDB462
